品牌,型號,參考編號,年份 (*),能源效益級別(製冷)(1 至 5),每年耗電量(製冷)(千瓦小時),製冷量(千瓦),製冷季節性表現系數 (CSPF),製冷劑,能源效益級別(供暖)(1 至 5),每年耗電量(供暖)(千瓦小時),供暖量(千瓦),供暖季節性表現系數 (HSPF),資料提供者,變頻
開利,CHK18ENE,U2-C170284,2020,4,870,5.32,3.0671,R410a,不適用,—,—,—,世紀開利家用空調有限公司,否
開利,CHK12ENE,U2-C170283,2020,3,564,3.55,3.1512,R410a,不適用,—,—,—,世紀開利家用空調有限公司,否
開利,CHK07ENE,U2-C170282,2020,4,343,2.17,3.1129,R410a,不適用,—,—,—,世紀開利家用空調有限公司,否
開利,CHK09ENE,U2-C170277,2020,4,417,2.57,3.1258,R410a,不適用,—,—,—,世紀開利家用空調有限公司,否
開利,CHK07LNE,U2-C170276,2020,4,343,2.18,3.1134,R410a,不適用,—,—,—,世紀開利家用空調有限公司,否
美的,MWH-12CM3X1,U2-C170274,2020,3,563,3.44,3.1561,R410A,不適用,—,—,—,美的電器(香港)有限公司,否
美的,MWH-18CM3X1,U2-C170272,2020,4,860,5.36,3.0994,R410A,不適用,—,—,—,美的電器(香港)有限公司,否
美的,MWH-09CM3X1,U2-C170270,2020,4,423,2.57,3.0863,R410A,不適用,—,—,—,美的電器(香港)有限公司,否
美的,MWH-07CM3X1,U2-C170268,2020,4,343,2.18,3.1134,R410A,不適用,—,—,—,美的電器(香港)有限公司,否
格力,G1818VR,U2-C170263,2020,4,889,5.14,3.0129,R410A,不適用,—,—,—,太平家庭電器,否
格力,G1812VR,U2-C170262,2020,4,577,3.35,3.0632,R410A,不適用,—,—,—,太平家庭電器,否
格力,G1809VR,U2-C170261,2020,4,428,2.70,3.1188,R410A,不適用,—,—,—,太平家庭電器,否
格力,G1807VR,U2-C170260,2020,4,360,2.17,3.0221,R410A,不適用,—,—,—,太平家庭電器,否
格力,G1824VM,U2-C170259,2020,4,1064,6.61,3.1363,R410A,不適用,—,—,—,太平家庭電器,否
格力,G1818VM,U2-C170258,2020,4,889,5.14,3.0129,R410A,不適用,—,—,—,太平家庭電器,否
格力,G1812VM,U2-C170257,2020,4,577,3.35,3.0632,R410A,不適用,—,—,—,太平家庭電器,否
格力,G1809VM,U2-C170256,2020,4,428,2.70,3.1188,R410A,不適用,—,—,—,太平家庭電器,否
格力,G1807VM,U2-C170255,2020,4,360,2.17,3.0221,R410A,不適用,—,—,—,太平家庭電器,否
約克,YC-24GB-R,U2-C170118,2020,4,1064,6.61,3.1363,R410A,不適用,—,—,—,江森自控香港有限公司,否
約克,YC-24GB,U2-C170117,2020,4,1064,6.61,3.1363,R410A,不適用,—,—,—,江森自控香港有限公司,否
約克,YC-18GB-R,U2-C170116,2020,4,889,5.14,3.0129,R410A,不適用,—,—,—,江森自控香港有限公司,否
約克,YC-18GB,U2-C170115,2020,4,889,5.14,3.0129,R410A,不適用,—,—,—,江森自控香港有限公司,否
約克,YC-12GB-R,U2-C170114,2020,4,577,3.35,3.0632,R410A,不適用,—,—,—,江森自控香港有限公司,否
約克,YC-12GB,U2-C170113,2020,4,577,3.35,3.0632,R410A,不適用,—,—,—,江森自控香港有限公司,否
約克,YC-9GB-R,U2-C170112,2020,4,428,2.70,3.1188,R410a,不適用,—,—,—,江森自控香港有限公司,否
約克,YC-9GB,U2-C170111,2020,4,428,2.70,3.1188,R410A,不適用,—,—,—,江森自控香港有限公司,否
約克,YC-7GB-R,U2-C170110,2020,4,360,2.17,3.0221,R410A,不適用,—,—,—,江森自控香港有限公司,否
約克,YC-7GB,U2-C170109,2020,4,360,2.17,3.0221,R410A,不適用,—,—,—,江森自控香港有限公司,否
肯特,TA-18CRE,U2-C160453,2020,4,870,5.32,3.0671,R410A,不適用,—,—,—,世紀開利家用空調有限公司,否
肯特,TA-18CAE,U2-C160452,2020,4,860,5.36,3.0994,R410A,不適用,—,—,—,世紀開利家用空調有限公司,否
肯特,TA-12CRE,U2-C160451,2020,3,564,3.55,3.1512,R410A,不適用,—,—,—,世紀開利家用空調有限公司,否
肯特,TA-12CAE,U2-C160450,2020,3,563,3.44,3.1561,R410A,不適用,—,—,—,世紀開利家用空調有限公司,否
開利,CHK18LKE,U2-C160449,2020,4,860,5.36,3.0994,R410A,不適用,—,—,—,世紀開利家用空調有限公司,否
開利,CHK12LKE,U2-C160446,2020,3,563,3.44,3.1561,R410A,不適用,—,—,—,世紀開利家用空調有限公司,否
肯特,TA-09CRE,U2-C160441,2020,4,417,2.57,3.1258,R410A,不適用,—,—,—,世紀開利家用空調有限公司,否
肯特,TA-09CAE,U2-C160437,2020,4,423,2.57,3.0863,R410A,不適用,—,—,—,世紀開利家用空調有限公司,否
肯特,TA-07CRE,U2-C160436,2020,4,343,2.17,3.1129,R410A,不適用,—,—,—,世紀開利家用空調有限公司,否
肯特,TA-07CAE,U2-C160435,2020,4,343,2.18,3.1134,R410A,不適用,—,—,—,世紀開利家用空調有限公司,否
開利,CHK23LKE,U2-C160434,2020,4,1087,6.71,3.1361,R410A,不適用,—,—,—,世紀開利家用空調有限公司,否
開利,CHK09LKE,U2-C160432,2020,4,423,2.57,3.0863,R410A,不適用,—,—,—,世紀開利家用空調有限公司,否
開利,CHK07LKE,U2-C160430,2020,4,343,2.18,3.1134,R410A,不適用,—,—,—,世紀開利家用空調有限公司,否
奧瑪,GAC-W12R,U2-C160364,2020,4,577,3.35,3.0632,R410A,不適用,—,—,—,康富電器貿易有限公司,否
奧瑪,GAC-W09R,U2-C160363,2020,4,430,2.51,3.0295,R410A,不適用,—,—,—,康富電器貿易有限公司,否
奧瑪,GAC-W07R,U2-C160362,2020,4,342,2.14,3.0337,R410A,不適用,—,—,—,康富電器貿易有限公司,否
品牌,型號,參考編號,年份 (*),能源效益級別(製冷)(1 至 5),每年耗電量(製冷)(千瓦小時),製冷量(千瓦),製冷季節性表現系數 (CSPF),製冷劑,能源效益級別(供暖)(1 至 5),每年耗電量(供暖)(千瓦小時),供暖量(千瓦),供暖季節性表現系數 (HSPF),資料提供者,變頻
奧瑪,GAC-W18,U2-C160361,2020,4,889,5.14,3.0129,R410A,不適用,—,—,—,康富電器貿易有限公司,否
奧瑪,GAC-W12,U2-C160360,2020,4,577,3.35,3.0632,R410A,不適用,—,—,—,康富電器貿易有限公司,否
奧瑪,GAC-W09,U2-C160359,2020,4,430,2.51,3.0295,R410A,不適用,—,—,—,康富電器貿易有限公司,否
奧瑪,GAC-W07,U2-C160358,2020,4,342,2.14,3.0337,R410A,不適用,—,—,—,康富電器貿易有限公司,否
富士電機,RFA18FNTN,U2-C160293,2020,4,850,5.21,3.0323,R410A,不適用,—,—,—,第一電業有限公司,否
卓爾,WAC-S1206R,U2-C160270,2020,4,577,3.35,3.0632,R410A,不適用,—,—,—,康富電器貿易有限公司,否
卓爾,WAC-S906R,U2-C160269,2020,4,430,2.51,3.0295,R410A,不適用,—,—,—,康富電器貿易有限公司,否
卓爾,WAC-S706R,U2-C160268,2020,4,342,2.14,3.0337,R410A,不適用,—,—,—,康富電器貿易有限公司,否
卓爾,WAC-S1805,U2-C160267,2020,4,889,5.14,3.0129,R410A,不適用,—,—,—,康富電器貿易有限公司,否
卓爾,WAC-S1205,U2-C160266,2020,4,577,3.35,3.0632,R410A,不適用,—,—,—,康富電器貿易有限公司,否
卓爾,WAC-S905,U2-C160265,2020,4,430,2.51,3.0295,R410A,不適用,—,—,—,康富電器貿易有限公司,否
卓爾,WAC-S705,U2-C160264,2020,4,342,2.14,3.0337,R410A,不適用,—,—,—,康富電器貿易有限公司,否
快意寶,W126R-PAC,U2-C160263,2020,4,577,3.35,3.0632,R410A,不適用,—,—,—,康富電器貿易有限公司,否
快意寶,W096R-PAC,U2-C160262,2020,4,430,2.51,3.0295,R410A,不適用,—,—,—,康富電器貿易有限公司,否
快意寶,W076R-PAC,U2-C160261,2020,4,342,2.14,3.0337,R410A,不適用,—,—,—,康富電器貿易有限公司,否
快意寶,W185-PAC,U2-C160260,2020,4,889,5.14,3.0129,R410A,不適用,—,—,—,康富電器貿易有限公司,否
快意寶,W125-PAC,U2-C160259,2020,4,577,3.35,3.0632,R410A,不適用,—,—,—,康富電器貿易有限公司,否
快意寶,W095-PAC,U2-C160258,2020,4,430,2.51,3.0295,R410A,不適用,—,—,—,康富電器貿易有限公司,否
快意寶,W075-PAC,U2-C160257,2020,4,342,2.14,3.0337,R410A,不適用,—,—,—,康富電器貿易有限公司,否
BNO,ACR-B112,U2-C160256,2020,4,577,3.35,3.0632,R410A,不適用,—,—,—,康富電器貿易有限公司,否
BNO,ACR-B109,U2-C160255,2020,4,430,2.51,3.0295,R410A,不適用,—,—,—,康富電器貿易有限公司,否
BNO,ACR-B107,U2-C160254,2020,4,342,2.14,3.0337,R410A,不適用,—,—,—,康富電器貿易有限公司,否
BNO,AC-B18,U2-C160253,2020,4,889,5.14,3.0129,R410A,不適用,—,—,—,康富電器貿易有限公司,否
BNO,AC-B12,U2-C160252,2020,4,577,3.35,3.0632,R410A,不適用,—,—,—,康富電器貿易有限公司,否
BNO,AC-B09,U2-C160251,2020,4,430,2.51,3.0295,R410A,不適用,—,—,—,康富電器貿易有限公司,否
BNO,AC-B07,U2-C160250,2020,4,342,2.14,3.0337,R410A,不適用,—,—,—,康富電器貿易有限公司,否
小天鵝,SWH-24F3U1,U2-C160217,2020,4,1107,6.75,3.1438,R410A,不適用,—,—,—,美的電器(香港)有限公司,否
美的,MWH-24CM3U1,U2-C160215,2020,4,1107,6.75,3.1438,R410A,不適用,—,—,—,美的電器(香港)有限公司,否
White-Westinghouse,WWN18CRA-D3,U2-C150276,2020,4,864,5.12,3.0857,R410A,不適用,—,—,—,威榮電業有限公司,否
White-Westinghouse,WWN12CRA-D3,U2-C150275,2020,3,564,3.41,3.1534,R410A,不適用,—,—,—,威榮電業有限公司,否
White-Westinghouse,WWN09CRA-D3,U2-C150274,2020,4,433,2.60,3.0777,R410A,不適用,—,—,—,威榮電業有限公司,否
White-Westinghouse,WWN07CRA-D3,U2-C150273,2020,3,328,2.05,3.1661,R410A,不適用,—,—,—,威榮電業有限公司,否
White-Westinghouse,WWN18CMA-D3,U2-C150272,2020,4,865,5.16,3.0806,R410A,不適用,—,—,—,威榮電業有限公司,否
White-Westinghouse,WWN12CMA-D3,U2-C150271,2020,3,554,3.43,3.2109,R410A,不適用,—,—,—,威榮電業有限公司,否
White-Westinghouse,WWN09CMA-D3,U2-C150270,2020,4,430,2.57,3.1035,R410A,不適用,—,—,—,威榮電業有限公司,否
White-Westinghouse,WWN07CMA-D3,U2-C150269,2020,4,334,2.01,3.1038,R410A,不適用,—,—,—,威榮電業有限公司,否
美的,MWH-18CR3U1,U2-C150244,2020,4,864,5.12,3.0857,R410A,不適用,—,—,—,美的電器(香港)有限公司,否
美的,MWH-12CR3U1,U2-C150243,2020,3,564,3.41,3.1534,R410A,不適用,—,—,—,美的電器(香港)有限公司,否
美的,MWH-09CR3U1,U2-C150242,2020,4,433,2.60,3.0777,R410A,不適用,—,—,—,美的電器(香港)有限公司,否
美的,MWH-07CR3U1,U2-C150241,2020,3,328,2.05,3.1661,R410A,不適用,—,—,—,美的電器(香港)有限公司,否
珍寶,AFWA17FAT,U2-C090301,2020,5,928,4.72,2.6131,R410A,不適用,—,—,—,第一電業有限公司,否
美的,MS-12HRF8E,U1-C260231,2026,1,349,3.50,5.0658,R32,1,35,3.81,4.4908,東芝香港有限公司,是
美的,MS-09HRF8E,U1-C260230,2026,1,245,2.70,5.3578,R32,1,25,2.83,4.8699,東芝香港有限公司,是
TCL,TAC-BR18CSV/TA,U1-C260213,2026,1,582,5.48,4.6925,R32,不適用,—,—,—,TCL Global Marketing,是
TCL,TAC-BR12CSV/TA,U1-C260212,2026,1,396,3.57,4.5623,R32,不適用,—,—,—,TCL Global Marketing,是
TCL,TAC-BR09CSV/TA,U1-C260211,2026,1,277,2.74,5.0018,R32,不適用,—,—,—,TCL Global Marketing,是
MECAN,MCH024WMIPN/MCH024WMOPN,U1-C260210,2026,1,627,7.05,5.6888,R32,1,71,7.58,4.6241,美佳冷氣（香港）有限公司,是
MECAN,MCH024WMIP/MCH024WMOP,U1-C260209,2026,1,627,7.05,5.6888,R32,1,70,7.34,4.6204,美佳冷氣（香港）有限公司,是
MECAN,MCH018WMIP/MCH018WMOP,U1-C260201,2026,1,457,5.14,5.6448,R32,1,49,5.23,4.4549,美佳冷氣（香港）有限公司,是
MECAN,MCH009WMIP/MCH009WMOP,U1-C260200,2026,1,213,2.71,6.2767,R32,1,29,3.43,4.9403,美佳冷氣（香港）有限公司,是
品牌,型號,參考編號,年份 (*),能源效益級別(製冷)(1 至 5),每年耗電量(製冷)(千瓦小時),製冷量(千瓦),製冷季節性表現系數 (CSPF),製冷劑,能源效益級別(供暖)(1 至 5),每年耗電量(供暖)(千瓦小時),供暖量(千瓦),供暖季節性表現系數 (HSPF),資料提供者,變頻
MECAN,MCH012WMIP/MCH012WMOP,U1-C260199,2026,1,349,4.07,5.9358,R32,1,35,4.22,5.2981,美佳冷氣（香港）有限公司,是
格力,GEC63ZE/GEC63ZC,U1-C260196,2026,1,696,6.95,5.1088,R32,不適用,—,—,—,太平家庭電器,是
格力,GEC53ZE/GEC53ZC,U1-C260195,2026,1,482,5.60,5.5299,R32,不適用,—,—,—,太平家庭電器,是
格力,GEC35ZE/GEC35ZC,U1-C260194,2026,1,359,3.61,4.9965,R32,不適用,—,—,—,太平家庭電器,是
格力,GEC26ZE/GEC26ZC,U1-C260193,2026,1,270,2.67,4.9415,R32,不適用,—,—,—,太平家庭電器,是
MECAN,MC024WMIP/MC024WMOP,U1-C260192,2026,1,682,6.72,4.7644,R32,不適用,—,—,—,美佳冷氣（香港）有限公司,是
MECAN,MC018WMIP/MC018WMOP,U1-C260191,2026,1,575,5.48,4.6874,R32,不適用,—,—,—,美佳冷氣（香港）有限公司,是
MECAN,MC012WMIP/MC012WMOP,U1-C260190,2026,1,347,3.44,4.8794,R32,不適用,—,—,—,美佳冷氣（香港）有限公司,是
MECAN,MC009WMIP/MC009WMOP,U1-C260189,2026,1,258,2.64,5.2415,R32,不適用,—,—,—,美佳冷氣（香港）有限公司,是
mijia,ASH-12WO/N2C2-HK,U1-C260188,2026,1,344,3.52,5.2189,R32,1,31,3.62,5.0040,小米,是
mijia,ASH-09WO/N2C2-HK,U1-C260187,2026,1,248,2.75,5.6133,R32,1,31,3.64,4.9592,小米,是
白河馬,WHS24MC/WHO24MC,U1-C260186,2026,1,735,7.20,4.8176,R32,不適用,—,—,—,白河馬企業有限公司,是
白河馬,WHS18MC/WHO18MC,U1-C260185,2026,1,534,5.55,5.0193,R32,不適用,—,—,—,白河馬企業有限公司,是
白河馬,WHS12MC/WHO12MC,U1-C260184,2026,1,361,3.62,4.9058,R32,不適用,—,—,—,白河馬企業有限公司,是
白河馬,WHS09MC/WHO09MC,U1-C260183,2026,1,256,2.64,5.1276,R32,不適用,—,—,—,白河馬企業有限公司,是
海迅,HQS024KBB/HQS024KBBA,U1-C260182,2026,1,625,6.61,5.2623,R32,1,62,6.86,4.7707,捷迅冷氣水電工程有限公司,是
海迅,HQS018KBB/HQS018KBBA,U1-C260181,2026,1,543,5.39,4.9310,R32,1,56,5.73,4.3298,捷迅冷氣水電工程有限公司,是
海迅,HQS012KBB/HQS012KBBA,U1-C260180,2026,1,339,3.57,5.2147,R32,1,33,3.89,4.9793,捷迅冷氣水電工程有限公司,是
海迅,HQS009KBB/HQS009KBBA,U1-C260179,2026,1,248,2.68,5.3033,R32,1,27,3.13,4.8222,捷迅冷氣水電工程有限公司,是
肯特,TA-HGQ22VW/TA-HGQ22VC,U1-C260178,2026,1,625,6.61,5.2623,R32,1,62,6.86,4.7707,世紀開利家用空調有限公司,是
開利,42HMC12VW/36HMC12VC,U1-C260177,2026,1,361,3.62,4.9058,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
奧克斯,ASW-24G3/CAR3,U1-C260176,2026,1,689,7.29,5.2096,R32,不適用,—,—,—,壹方環球有限公司,是
奧克斯,ASW-24G2/CDR3,U1-C260175,2026,1,632,6.97,5.6980,R32,不適用,—,—,—,壹方環球有限公司,是
奧克斯,ASW-18E4/CDR3,U1-C260174,2026,1,487,5.34,5.7459,R32,不適用,—,—,—,壹方環球有限公司,是
奧克斯,ASW-18E3/CAR3,U1-C260173,2026,1,543,5.35,4.9319,R32,不適用,—,—,—,壹方環球有限公司,是
奧克斯,ASW-09B6/CDR3,U1-C260172,2026,1,215,2.81,6.5954,R32,不適用,—,—,—,壹方環球有限公司,是
肯特,TA-HGQ18VW/TA-HGQ18VC,U1-C260171,2026,1,543,5.39,4.9310,R32,1,56,5.73,4.3298,世紀開利家用空調有限公司,是
肯特,TA-HGQ12VW/TA-HGQ12VC,U1-C260170,2026,1,339,3.57,5.2147,R32,1,33,3.89,4.9793,世紀開利家用空調有限公司,是
肯特,TA-HGC22VW/TA-HGC22VC,U1-C260169,2026,1,665,6.53,4.9406,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
肯特,TA-HGC18VW/TA-HGC18VC,U1-C260168,2026,1,536,5.27,4.9010,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
肯特,TA-HGC12VW/TA-HGC12VC,U1-C260167,2026,1,361,3.62,4.9058,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
肯特,TA-HGC09VW/TA-HGC09VC,U1-C260166,2026,1,276,2.66,4.7685,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
PHILIPS,FAC24CD-Cb5KBA1H,U1-C260165,2026,1,742,7.36,4.8299,R32,不適用,—,—,—,威榮電業有限公司,是
PHILIPS,FAC18CD-Cb5KBA1H,U1-C260164,2026,1,497,5.15,5.3656,R32,不適用,—,—,—,威榮電業有限公司,是
肯特,TA-HGQ09VW/TA-HGQ09VC,U1-C260163,2026,1,248,2.68,5.3033,R32,1,27,3.13,4.8222,世紀開利家用空調有限公司,是
開利,42HMQ22VW/36HMQ22VC,U1-C260162,2026,1,625,6.61,5.2623,R32,1,62,6.86,4.7707,世紀開利家用空調有限公司,是
開利,42HMQ18VW/36HMQ18VC,U1-C260161,2026,1,543,5.39,4.9310,R32,1,56,5.73,4.3298,世紀開利家用空調有限公司,是
開利,42HMQ12VW/36HMQ12VC,U1-C260160,2026,1,339,3.57,5.2147,R32,1,33,3.89,4.9793,世紀開利家用空調有限公司,是
開利,42HMQ09VW/36HMQ09VC,U1-C260159,2026,1,248,2.68,5.3033,R32,1,27,3.13,4.8222,世紀開利家用空調有限公司,是
開利,42HMC22VW/36HMC22VC,U1-C260158,2026,1,665,6.53,4.9406,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,42HMC18VW/36HMC18VC,U1-C260157,2026,1,536,5.27,4.9010,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,42HMC09VW/36HMC09VC,U1-C260156,2026,1,276,2.66,4.7685,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
PHILIPS,FAC12CB-Cb5KBA2H,U1-C260151,2026,1,360,3.50,5.0589,R32,不適用,—,—,—,威榮電業有限公司,是
PHILIPS,FAC09CB-Cb5KBA4H,U1-C260150,2026,1,289,2.77,4.9903,R32,不適用,—,—,—,威榮電業有限公司,是
快意寶,S1820-PAC,U1-C260147,2026,2,767,5.61,3.6264,R32,不適用,—,—,—,康富電器貿易有限公司,否
快意寶,S1220-PAC,U1-C260146,2026,2,495,3.65,3.6598,R32,不適用,—,—,—,康富電器貿易有限公司,否
快意寶,S920-PAC,U1-C260145,2026,2,382,2.75,3.5753,R32,不適用,—,—,—,康富電器貿易有限公司,否
奧克斯,ASW-12C8/CDR3,U1-C260139,2026,1,309,3.40,5.8503,R32,不適用,—,—,—,壹方環球有限公司,是
奧克斯,ASW-12C5/CAR3,U1-C260138,2026,1,385,3.46,4.6992,R32,不適用,—,—,—,壹方環球有限公司,是
奧克斯,ASW-09B6/CAR3,U1-C260137,2026,1,291,2.70,4.8040,R32,不適用,—,—,—,壹方環球有限公司,是
品牌,型號,參考編號,年份 (*),能源效益級別(製冷)(1 至 5),每年耗電量(製冷)(千瓦小時),製冷量(千瓦),製冷季節性表現系數 (CSPF),製冷劑,能源效益級別(供暖)(1 至 5),每年耗電量(供暖)(千瓦小時),供暖量(千瓦),供暖季節性表現系數 (HSPF),資料提供者,變頻
奧克斯,ASW-H18E4/CAR3,U1-C260136,2026,1,539,5.22,4.9888,R32,1,50,5.43,4.7211,壹方環球有限公司,是
奧克斯,ASW-H09C5/CAR3,U1-C260135,2026,1,264,2.55,5.0982,R32,1,28,2.80,4.4111,壹方環球有限公司,是
晶弘,KHCSIIC24A1/KHCSOIC24A1,U1-C260121,2026,1,696,6.95,5.1088,R32,不適用,—,—,—,香港格力電器工程設備有限公司,是
晶弘,KHCSIIC18A1/KHCSOIC18A1,U1-C260120,2026,1,482,5.60,5.5299,R32,不適用,—,—,—,香港格力電器工程設備有限公司,是
晶弘,KHCSIIC12A1/KHCSOIC12A1,U1-C260119,2026,1,359,3.61,4.9965,R32,不適用,—,—,—,香港格力電器工程設備有限公司,是
晶弘,KHCSIIC09A1/KHCSOIC09A1,U1-C260118,2026,1,270,2.67,4.9415,R32,不適用,—,—,—,香港格力電器工程設備有限公司,是
約克,YJJF24XETBFM-RX/YJJF24YE,U1-C260117,2026,1,646,6.21,5.0112,R32,不適用,—,—,—,博世舒適科技香港貿易有限公司,是
約克,YJJF18XETBFM-RX/YJJF18YE,U1-C260116,2026,1,489,5.39,5.4821,R32,不適用,—,—,—,博世舒適科技香港貿易有限公司,是
約克,YJJF12XETBFM-RX/YJJF12YE,U1-C260115,2026,1,345,3.48,5.1212,R32,不適用,—,—,—,博世舒適科技香港貿易有限公司,是
約克,YJJF09XETBFM-RX/YJJF09YE,U1-C260114,2026,1,244,2.83,5.3802,R32,不適用,—,—,—,博世舒適科技香港貿易有限公司,是
三菱電機,MSZ-AP71VG / MUZ-AP71VG,U1-C260113,2026,1,648,6.99,5.4632,R32,1,69,7.90,4.9544,三菱電機,是
三菱電機,MSZ-AP60VG / MUZ-AP60VG,U1-C260112,2026,1,531,5.97,5.6884,R32,1,62,6.86,4.8194,三菱電機,是
三菱電機,MSZ-AP50VG / MUZ-AP50VG,U1-C260111,2026,1,432,4.98,5.8263,R32,1,54,5.88,4.6971,三菱電機,是
三菱電機,MSZ-AP35VG / MUZ-AP35VG,U1-C260110,2026,1,274,3.43,6.3537,R32,1,28,3.68,5.6279,三菱電機,是
三菱電機,MSZ-AP25VG / MUZ-AP25VG,U1-C260109,2026,1,202,2.65,6.5851,R32,1,25,3.16,5.4879,三菱電機,是
聲寶,AH-XP18DMA/AU-X18DMA,U1-C260103,2026,1,559,5.19,4.7768,R32,不適用,—,—,—,大昌行電器有限公司,是
聲寶,AH-XP13DMA/AU-X13DMA,U1-C260102,2026,1,364,3.44,4.8933,R32,不適用,—,—,—,大昌行電器有限公司,是
聲寶,AH-XP10DMA/AU-X10DMA,U1-C260101,2026,1,275,2.59,4.8577,R32,不適用,—,—,—,大昌行電器有限公司,是
樂信牌,RS-TS24R/RU-TS24R,U1-C260082,2026,1,735,7.20,4.8176,R32,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RS-TS18R/RU-TS18R,U1-C260081,2026,1,534,5.55,5.0193,R32,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RS-TS12R/RU-TS12R,U1-C260080,2026,1,361,3.62,4.9058,R32,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RS-TS9R/RU-TS9R,U1-C260079,2026,1,256,2.64,5.1276,R32,不適用,—,—,—,信興電工工程有限公司,是
東芝,RAS-B18B2KVG-HK,U1-C260075,2026,1,473,4.96,5.3451,R32,1,53,5.45,4.3995,開利(香港)有限公司,是
東芝,RAS-B24B2KCVG-HK,U1-C260072,2026,1,664,7.32,5.6376,R32,不適用,—,—,—,開利(香港)有限公司,是
東芝,RAS-B18B2KCVG-HK,U1-C260071,2026,1,539,5.25,4.9738,R32,不適用,—,—,—,開利(香港)有限公司,是
東芝,RAS-B10B2KCVG-HK,U1-C260070,2026,1,247,2.74,5.5264,R32,不適用,—,—,—,開利(香港)有限公司,是
Panasonic,CS-U18CWA/CU-U18CWA,U1-C260069,2026,1,512,5.32,5.2444,R32,不適用,—,—,—,信興電器貿易有限公司,是
Panasonic,CS-U12CWA/CU-U12CWA,U1-C260068,2026,1,342,3.53,5.2037,R32,不適用,—,—,—,信興電器貿易有限公司,是
Panasonic,CS-U9CWA/CU-U9CWA,U1-C260067,2026,1,264,2.65,5.0690,R32,不適用,—,—,—,信興電器貿易有限公司,是
開利,42HAC18VWB/36HAC18VC,U1-C260066,2026,1,534,5.55,5.0193,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,42HAC24VWB/36HAC24VC,U1-C260065,2026,1,735,7.20,4.8176,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,42HAC12VWB/36HAC12VC,U1-C260064,2026,1,361,3.62,4.9058,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,42HAC09VWB/36HAC09VC,U1-C260063,2026,1,256,2.64,5.1276,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
樂信牌,RS-U18CW/RU-U18CW,U1-C260062,2026,1,512,5.32,5.2444,R32,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RS-U12CW/RU-U12CW,U1-C260061,2026,1,342,3.53,5.2037,R32,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RS-U9CW/RU-U9CW,U1-C260060,2026,1,264,2.65,5.0690,R32,不適用,—,—,—,信興電工工程有限公司,是
東芝,RAS-B24B2KVG-HK,U1-C260054,2026,1,694,7.06,5.1752,R32,1,73,7.97,4.7806,開利(香港)有限公司,是
東芝,RAS-B22B2KVG-HK,U1-C260053,2026,1,532,6.11,5.7011,R32,1,70,7.60,4.6751,開利(香港)有限公司,是
海迅,HS024KBB,U1-C260045,2026,1,735,7.20,4.8176,R32,不適用,—,—,—,捷迅冷氣水電工程有限公司,是
海迅,HS018KBB,U1-C260044,2026,1,534,5.55,5.0193,R32,不適用,—,—,—,捷迅冷氣水電工程有限公司,是
海迅,HS012KBB,U1-C260043,2026,1,361,3.62,4.9058,R32,不適用,—,—,—,捷迅冷氣水電工程有限公司,是
海迅,HS009KBB,U1-C260042,2026,1,256,2.64,5.1276,R32,不適用,—,—,—,捷迅冷氣水電工程有限公司,是
豐澤牌,FSAV12MI26,U1-C260024,2026,1,361,3.62,4.9058,R32,不適用,—,—,—,屈臣氏零售(香港),是
東芝,RAS-B22B2KCVG-HK,U1-C260006,2026,1,513,6.29,5.9148,R32,不適用,—,—,—,開利(香港)有限公司,是
東芝,RAS-B13B2KCVG-HK,U1-C260005,2026,1,352,3.63,5.1760,R32,不適用,—,—,—,開利(香港)有限公司,是
豐澤牌,FSAV18MI26,U1-C260004,2026,1,534,5.55,5.0193,R32,不適用,—,—,—,屈臣氏零售(香港),是
豐澤牌,FSAV09MI26,U1-C260003,2026,1,256,2.64,5.1276,R32,不適用,—,—,—,屈臣氏零售(香港),是
東芝,RAS-B13B2KVG-HK,U1-C260002,2026,1,337,3.53,5.2460,R32,1,37,4.10,4.7813,開利(香港)有限公司,是
東芝,RAS-B10B2KVG-HK,U1-C260001,2026,1,261,2.52,4.8489,R32,1,29,3.28,4.8348,開利(香港)有限公司,是
格力,GIMH12UZE/GIMH12UZC,U1-C250363,2025,1,358,3.24,4.5161,R32,1,34,3.29,4.0911,太平家庭電器,是
