# 要求（必須遵守）：
# 1. price_low / price_high 只填整數港元，唔好有 $ 或逗號（例：2500）
# 2. 只搜「冷氣機」本體價格；遙控器、濾網、安裝費一律忽略
# 3. 得一個價錢時 price_low = price_high
# 4. 搜唔到可靠資料就留空——嚴禁估計、嚴禁填舊資料當新價
# 5. source 填實際參考網站名（BigGo / Price.com.hk / 豐澤 / HKTVmall 等），搜唔到留空
"# 6. 輸出 CSV：brand,model,price_low,price_high,source（唔好省略任何一行）"
brand,model
MITSUBISHI HEAVY 三菱重工,SRK53MWKHC1/SRC53MWKHC1
MITSUBISHI HEAVY 三菱重工,SRK35MWKHC1/SRC35MWKHC1
MITSUBISHI HEAVY 三菱重工,SRK25MWKHC1/SRC25MWKHC1
Carrier 開利,42QWS12VS/38QWS12VS
Carrier 開利,42QWS09VS/38QWS09VS
Carrier 開利,42KWS12VS/38KWS12VS
Carrier 開利,42KWS09VS/38KWS09VS
快意寶,S1212-PAC
快意寶,S912-PAC
Carrier 開利,42KHE024VS/38KHE024VS
Carrier 開利,42KOC024/38KOC024
Carrier 開利,42KME024VS/38KME024VS
DAIKIN 大金,FTXJ50MV1HW/RXJ50MV1H
DAIKIN 大金,FTXJ50MV1HB/RXJ50MV1H
DAIKIN 大金,FTXJ35MV1HW/RXJ35MV1H
DAIKIN 大金,FTXJ35MV1HB/RXJ35MV1H
DAIKIN 大金,FTXJ25MV1HW/RXJ25MV1H
DAIKIN 大金,FTXJ25MV1HB/RXJ25MV1H
Carrier 開利,42KOC012/38KOC012
Carrier 開利,42KOC009/38KOC009
Carrier 開利,42KME018VS/38KME018VS
Carrier 開利,42KME012VS/38KME012VS
Carrier 開利,42KME009VS/38KME009VS
Carrier 開利,42KHE018VS/38KHE018VS
Carrier 開利,42KOC018/38KOC018
Carrier 開利,42KHE012VS/38KHE012VS
Carrier 開利,42KHE009VS/38KHE009VS
DAIKIN 大金,FTXD50AV1H / RXD50AV1H
DAIKIN 大金,FTXD35AV1H / RXD35AV1H
DAIKIN 大金,FTXD25AV1H / RXD25AV1H
DAIKIN 大金,FTKD50AV1H / RKD50AV1H
DAIKIN 大金,FTKD35AV1H / RKD35AV1H
DAIKIN 大金,FTKD25AV1H / RKD25AV1H
DAIKIN 大金,FTKD20ABV1H / RKD20ABV1H
Carrier 開利,42KLF018VS/38KLF018VS
Carrier 開利,42KLF022VS/38KLF022VS
Carrier 開利,42KLF012VS/38KLF012VS
Carrier 開利,42KLF009VS/38KLF009VS
Carrier 開利,42KHP012/38KHP012
Carrier 開利,42KHP009/38KHP009
Midea 美的,MS-21CRF1D
Gree 格力,GISF24DBE / GISF24DBC
Gree 格力,GISF18DBE / GISF18DBC
Gree 格力,GISF12DBE / GISF12DBC
Gree 格力,GISF09DBE / GISF09DBC
Gree 格力,GICF24DBE / GICF24DBC
Gree 格力,GICF18DBE / GICF18DBC
Gree 格力,GICF12DBE / GICF12DBC
Gree 格力,GICF09DBE / GICF09DBC
Gree 格力,GSAF24DBE / GSAF24DBC
Gree 格力,GSAF18DBE / GSAF18DBC
Gree 格力,GSAF12DBE / GSAF12DBC
Gree 格力,GSAF09DBE / GSAF09DBC
海迅,HS024K/HS024KA
海迅,HS018K/HS018KA
海迅,HS012K/HS012KA
海迅,HS009K/HS009KA
卓爾,SAC-S12K12
卓爾,SAC-S9K12
Midea 美的,MS-18CRF1D
Midea 美的,MS-12CRF1D
Midea 美的,MS-09CRF1D
HAIER 海爾,AS24PE1HRA/1U24WT1ERS
HAIER 海爾,AS18PD1HRA/1U18WT1ERS
HAIER 海爾,AS12PB1HRA/1U12MT1ERS
HAIER 海爾,AS09PB2HRA/1U09YA1ERA
MITSUBISHI HEAVY 三菱重工,SRK10YN-S7 / SRC10YN-S7
MITSUBISHI HEAVY 三菱重工,SRK24CS-S / SRC24CS-S
MITSUBISHI HEAVY 三菱重工,SRK18CS-S / SRC18CS-S
MITSUBISHI HEAVY 三菱重工,SRK12CT-S / SRC12CT-S
MITSUBISHI HEAVY 三菱重工,SRK09CTR-S / SRC09CTR-S
MITSUBISHI HEAVY 三菱重工,SRK25CSS-S3/SRC25CSS-S3
MITSUBISHI HEAVY 三菱重工,SRK19CSS-S3/SRC19CSS-S3
MITSUBISHI HEAVY 三菱重工,SRK13CRS-S3/SRC13CRS-S3
MITSUBISHI HEAVY 三菱重工,SRK10CRS-S3/SRC10CRS-S3
MITSUBISHI HEAVY 三菱重工,SRK18YN-S7 / SRC18YN-S7
MITSUBISHI HEAVY 三菱重工,SRK13YN-S7 / SRC13YN-S7
MITSUBISHI HEAVY 三菱重工,SRK35MUVP1 / SRC35MUVP1
MITSUBISHI HEAVY 三菱重工,SRK25MUVP1 / SRC25MUVP1
MITSUBISHI HEAVY 三菱重工,SRK50EEC1 / SRC50EEC1
MITSUBISHI HEAVY 三菱重工,SRK35EEC1 / SRC35EEC1
MITSUBISHI HEAVY 三菱重工,SRK25EEC1 / SRC25EEC1
MITSUBISHI HEAVY 三菱重工,SRK50REC1 / SRC50REC1
MITSUBISHI HEAVY 三菱重工,SRK35REC1 / SRC35REC1
MITSUBISHI HEAVY 三菱重工,SRK25REC1 / SRC25REC1
Gree 格力,GSY18BXAE / GSY18BXAC
Gree 格力,GSY12BXAE / GSY12BXAC
Gree 格力,GSY09BXAE / GSY09BXAC
Carrier 開利,42KHG022DSP/38KHG022DSP
Carrier 開利,42KHG018DSP/38KHG018DSP
Carrier 開利,42KHG012DSP/38KHG012DSP
Carrier 開利,42KHG009DSP/38KHG009DSP
Panasonic 樂聲,CS-LZ18ZKA / CU-LZ18ZKA
Panasonic 樂聲,CS-LZ12ZKA / CU-LZ12ZKA
Panasonic 樂聲,CS-LZ9ZKA / CU-LZ9ZKA
Panasonic 樂聲,CS-Z24ZKA / CU-Z24ZKA
Panasonic 樂聲,CS-Z18ZKA / CU-Z18ZKA
Panasonic 樂聲,CS-Z12ZKA / CU-Z12ZKA
Panasonic 樂聲,CS-Z9ZKA / CU-Z9ZKA
Panasonic 樂聲,CS-LU18ZKA / CU-LU18ZKA
Panasonic 樂聲,CS-LU12ZKA / CU-LU12ZKA
Panasonic 樂聲,CS-LU9ZKA / CU-LU9ZKA
Rasonic 樂信,RS-LU18ZK / RU-LU18ZK
Rasonic 樂信,RS-LU12ZK / RU-LU12ZK
Rasonic 樂信,RS-LU9ZK / RU-LU9ZK
MITSUBISHI HEAVY 三菱重工,SRK53QE3 / SRC53QE3
MITSUBISHI HEAVY 三菱重工,SRK35QE3 / SRC35QE3
MITSUBISHI HEAVY 三菱重工,SRK25QE3 / SRC25QE3
Rasonic 樂信,RS-LZ18ZK / RU-LZ18ZK
Rasonic 樂信,RS-LZ12ZK / RU-LZ12ZK
Rasonic 樂信,RS-LZ9ZK / RU-LZ9ZK
Carrier 開利,42KAF022/38KAF022
Carrier 開利,42KAF018/38KAF018
Carrier 開利,42KAF012/38KAF012
Carrier 開利,42KAF009/38KAF009
TOSOT 大松,S12VC100N / S12VC100U
TOSOT 大松,S09VC100N / S09VC100U
Midea 美的,MS-22HRF1C
Midea 美的,MS-18HRF1C
Midea 美的,MS-12HRF1C
TCL,TAC-24CHSD/TPG31
TCL,TAC-18CHSD/TPG31
TCL,TAC-12CHSD/TPG31
TCL,TAC-09CHSD/TPG31
Midea 美的,MS-09HRF1C
Panasonic 樂聲,CS-YU24ZKA / CU-YU24ZKA
Panasonic 樂聲,CS-YU18ZKA / CU-YU18ZKA
Panasonic 樂聲,CS-YU12ZKA / CU-YU12ZKA
Panasonic 樂聲,CS-YU9ZKA / CU-YU9ZKA
Panasonic 樂聲,CS-PN24ZKA / CU-PN24ZKA
Panasonic 樂聲,CS-PN18ZKA / CU-PN18ZKA
Panasonic 樂聲,CS-PN12ZKA / CU-PN12ZKA
Panasonic 樂聲,CS-PN9ZKA / CU-PN9ZKA
Rasonic 樂信,RS-YU24ZK / RU-YU24ZK
Rasonic 樂信,RS-YU18ZK / RU-YU18ZK
Rasonic 樂信,RS-YU12ZK / RU-YU12ZK
Rasonic 樂信,RS-YU9ZK / RU-YU9ZK
Panasonic 樂聲,CS-RZ28YKA / CU-RZ28YKA
General 珍寶,ASWX09BNTA / AOWX09BNTA
LG,LGHP12S
LG,LGHP09S
General 珍寶,ASWG12CPTA / AOWG12CPTA
McQUAY 麥克維爾,M5WM15L/M5LC15F
McQUAY 麥克維爾,M5WM10L/M5LC10F
General 珍寶,ASWG24CPTA / AOWG24CPTA
General 珍寶,ASWG18CPTA / AOWG18CPTA
General 珍寶,ASWG09CPTA / AOWG09CPTA
Rasonic 樂信,RS-S18KI / RU-S18KI
Rasonic 樂信,RS-S12KI / RU-S12KI
Rasonic 樂信,RS-S9KI / RU-S9KI
Carrier 開利,42QHE024VS/38QHE024VS
Carrier 開利,42QHE018VS/38QHE018VS
Carrier 開利,42QHE012VS/38QHE012VS
Carrier 開利,42QHE009VS/38QHE009VS
Panasonic 樂聲,CS-U12YWA/CU-U12YWA
Rasonic 樂信,RS-U18YW/RU-U18YW
Rasonic 樂信,RS-U12YW/RU-U12YW
Rasonic 樂信,RS-U9YW/RU-U9YW
Panasonic 樂聲,CS-U18YWA/CU-U18YWA
Panasonic 樂聲,CS-U9YWA/CU-U9YWA
FORTRESS 豐澤牌,FSAV18M22
FORTRESS 豐澤牌,FSAV12M22
FORTRESS 豐澤牌,FSAV09M22
Gree 格力,GIMC2212XAE/GIMC2212XAC
Gree 格力,GIMC2209XAE/GIMC2209XAC
Panasonic 樂聲,CS-RU24YKA/CU-RU24YKA
Panasonic 樂聲,CS-RU18YKA/CU-RU18YKA
Panasonic 樂聲,CS-RU12YKA/CU-RU12YKA
Panasonic 樂聲,CS-RU9YKA/CU-RU9YKA
Panasonic 樂聲,CS-RZ24YKA/CU-RZ24YKA
Panasonic 樂聲,CS-RZ18YKA/CU-RZ18YKA
Panasonic 樂聲,CS-RZ12YKA/CU-RZ12YKA
Panasonic 樂聲,CS-RZ9YKA/CU-RZ9YKA
Rasonic 樂信,RS-RZ24YK / RU-RZ24YK
Rasonic 樂信,RS-RZ18YK / RU-RZ18YK
Rasonic 樂信,RS-RZ12YK / RU-RZ12YK
Rasonic 樂信,RS-RZ9YK / RU-RZ9YK
COMFEE,CF-22VAGF-H
COMFEE,CF-18VAGF-H
COMFEE,CF-12VAGF-H
COMFEE,CF-09VAGF-H
Morita Denko,NMDSA22CF1A
Morita Denko,NMDSA18CF1A
Morita Denko,NMDSA12CF1A
Morita Denko,NMDSA09CF1A
HITACHI 日立,RAS-DX18HNK/RAC-DX18HNK
HITACHI 日立,RAS-DX13HNK/RAC-DX13HNK
HITACHI 日立,RAS-DX10HNK/RAC-DX10HNK
TOSHIBA 東芝,RAS-24J2KV(HK)
TOSHIBA 東芝,RAS-22J2KV(HK)
TOSHIBA 東芝,RAS-18J2KV(HK)
TOSHIBA 東芝,RAS-13J2KV(HK)
TOSHIBA 東芝,RAS-10J2KV(HK)
HAIER 海爾,HSU-25VTH21
HAIER 海爾,HSU-19VTK21
HAIER 海爾,HSU-13VTK21
HAIER 海爾,HSU-10VTK21
CANOPUS 肯特,TS-22DV/TS-22DAV
CANOPUS 肯特,TS-18DV/TS-18DAV
CANOPUS 肯特,TS-12DV/TS-12DAV
CANOPUS 肯特,TS-09DV/TS-09DAV
TOSHIBA 東芝,RAS-24J2KCV(HK)
TOSHIBA 東芝,RAS-22J2KCV(HK)
TOSHIBA 東芝,RAS-18J2KCV(HK)
TOSHIBA 東芝,RAS-13J2KCV(HK)
TOSHIBA 東芝,RAS-10J2KCV(HK)
Carrier 開利,42KHA022VS/38KHA022VS
Carrier 開利,42KHA018VS/38KHA018VS
Carrier 開利,42KHA012VS/38KHA012VS
Carrier 開利,42KHA009VS/38KHA009VS
MITSUBISHI ELECTRIC 三菱電機,MSZ-GS27VF / MUZ-GS27VF
MITSUBISHI ELECTRIC 三菱電機,MSZ-GS24VF / MUZ-GS24VF
MITSUBISHI ELECTRIC 三菱電機,MSY-GS27VF / MUY-GS27VF
MITSUBISHI ELECTRIC 三菱電機,MSY-GS24VF / MUY-GS24VF
MITSUBISHI ELECTRIC 三菱電機,MSZ-LN22VFV / MUZ-LN22VF
MITSUBISHI ELECTRIC 三菱電機,MSZ-LN22VFR / MUZ-LN22VF
MITSUBISHI ELECTRIC 三菱電機,MSZ-LN22VFB / MUZ-LN22VF
LG,HS-18IPX
LG,HS-12IPX
LG,HS-09IPX
Midea 美的,MS-12CRF1B
Midea 美的,MS-24HRF8B
Midea 美的,MS-18HRF8B
Midea 美的,MS-12HRF8B
Midea 美的,MS-09HRF8B
Midea 美的,MS-22CRFB
Midea 美的,MS-18CRFB
Midea 美的,MS-09CRFB
COMFEE,CFS-18VGPF
MITSUBISHI ELECTRIC 三菱電機,MSZ-LN18VFV / MUZ-LN18VF
MITSUBISHI ELECTRIC 三菱電機,MSZ-LN12VFV / MUZ-LN12VF
MITSUBISHI ELECTRIC 三菱電機,MSZ-LN09VFV / MUZ-LN09VF
MITSUBISHI ELECTRIC 三菱電機,MSZ-LN18VFR / MUZ-LN18VF
MITSUBISHI ELECTRIC 三菱電機,MSZ-LN12VFR / MUZ-LN12VF
MITSUBISHI ELECTRIC 三菱電機,MSZ-LN09VFR / MUZ-LN09VF
MITSUBISHI ELECTRIC 三菱電機,MSZ-LN18VFB / MUZ-LN18VF
MITSUBISHI ELECTRIC 三菱電機,MSZ-LN12VFB / MUZ-LN12VF
MITSUBISHI ELECTRIC 三菱電機,MSZ-LN09VFB / MUZ-LN09VF
TOSOT 大松,S18H35N / S18H35U
TOSOT 大松,S18C4AN / S18C4AU
TOSOT 大松,S24C4AN / S24C4AU
TOSOT 大松,S12C4AN / S12C4AU
TOSOT 大松,S09C4AN / S09C4AU
MITSUBISHI ELECTRIC 三菱電機,MSZ-GS18VF / MUZ-GS18VF
MITSUBISHI ELECTRIC 三菱電機,MSZ-GS12VF / MUZ-GS12VF
MITSUBISHI ELECTRIC 三菱電機,MSZ-GS09VF / MUZ-GS09VF
MITSUBISHI ELECTRIC 三菱電機,MSZ-GS07VF / MUZ-GS07VF
MITSUBISHI ELECTRIC 三菱電機,MSY-GS18VF / MUY-GS18VF
MITSUBISHI ELECTRIC 三菱電機,MSY-GS12VF / MUY-GS12VF
MITSUBISHI ELECTRIC 三菱電機,MSY-GS09VF / MUY-GS09VF
MITSUBISHI ELECTRIC 三菱電機,MSY-GS07VF / MUY-GS07VF
MITSUBISHI ELECTRIC 三菱電機,PKA-RP71KAL
MITSUBISHI ELECTRIC 三菱電機,PKA-RP50HAL
Rasonic 樂信,RS-S24KE / RU-S24KE
Rasonic 樂信,RS-S18KE / RU-S18KE
Rasonic 樂信,RS-S12KE / RU-S12KE
Rasonic 樂信,RS-S9KE / RU-S9KE
冰點,FI-40HRA / FU-40HRA
冰點,FI-40CRA / FU-40CRA
TOSHIBA 東芝,RAS-24J2KV-HK
Rasonic 樂信,RS-V24KE / RU-V24KE
Rasonic 樂信,RS-V18KE / RU-V18KE
Rasonic 樂信,RS-V12KE / RU-V12KE
Rasonic 樂信,RS-V9KE / RU-V9KE
HITACHI 日立,RAS-DX18CWK/RAC-DX18CWK
HITACHI 日立,RAS-DX13CWK/RAC-DX13CWK
HITACHI 日立,RAS-DX10CWK/RAC-DX10CWK
FORTRESS 豐澤牌,FSA18M20
FORTRESS 豐澤牌,FSA12M20
冰點,FI-50CRA / FU-50CRA
TOSHIBA 東芝,RAS-13J2KV-HK
TOSHIBA 東芝,RAS-10J2KV-HK
Rasonic 樂信,RS-LS18WK / RU-LS18WK
Rasonic 樂信,RS-LS12WK / RU-LS12WK
Rasonic 樂信,RS-LS9WK / RU-LS9WK
Rasonic 樂信,RS-LE18WK / RU-LE18WK
Rasonic 樂信,RS-LE12WK / RU-LE12WK
Rasonic 樂信,RS-LE9WK / RU-LE9WK
Panasonic 樂聲,CS-LS18WKA / CU-LS18WKA
Panasonic 樂聲,CS-LS12WKA / CU-LS12WKA
Panasonic 樂聲,CS-LS9WKA / CU-LS9WKA
Panasonic 樂聲,CS-LE18WKA / CU-LE18WKA
Panasonic 樂聲,CS-LE12WKA / CU-LE12WKA
Panasonic 樂聲,CS-LE9WKA / CU-LE9WKA
SAMSUNG 三星,AR24TXHAAWKN
SAMSUNG 三星,AR18TXHAAWKN
SAMSUNG 三星,AR12TXHAAWKN
SAMSUNG 三星,AR09TXHAAWKN
SAMSUNG 三星,AR24TXEAAWKN
SAMSUNG 三星,AR18TXEAAWKN
SAMSUNG 三星,AR12TXEAAWKN
SAMSUNG 三星,AR09TXEAAWKN
TOSHIBA 東芝,RAS-24J2KCV-HK
TOSHIBA 東芝,RAS-22J2KCV-HK
TOSHIBA 東芝,RAS-18J2KCV-HK
TOSHIBA 東芝,RAS-13J2KCV-HK
TOSHIBA 東芝,RAS-10J2KCV-HK
Midea 美的,MS-12HRF8A
Midea 美的,MS-09HRF8A
Midea 美的,MS-18CRF8A
Midea 美的,MS-12CRF8A
Midea 美的,MS-09CRF8A
TOSHIBA 東芝,RAS-22J2KV-HK
TOSHIBA 東芝,RAS-18J2KV-HK
Gree 格力,GISF224BXAE/GISF224BXAC
Gree 格力,GISF218BXAE/GISF218BXAC
Gree 格力,GISF212BXAE/GISF212BXAC
Gree 格力,GISF209BXAE/GISF209BXAC
Gree 格力,GICF224BXAE/GICF224BXAC
Gree 格力,GICF218BXAE/GICF218BXAC
Gree 格力,GICF212BXAE/GICF212BXAC
Gree 格力,GICF209BXAE/GICF209BXAC
Gree 格力,GSAF224XAE / GSAF224XAC
Gree 格力,GSAF218XAE / GSAF218XAC
Gree 格力,GSAF212XAE / GSAF212XAC
Gree 格力,GSAF209XAE / GSAF209XAC
冰點,FI-50HRA/FU-50HRA
DAIKIN 大金,FTHM35RAV1N / RHM35RAV1N
DAIKIN 大金,FTHM25RAV1N / RHM25RAV1N
奧瑪,GAC-S1825H
奧瑪,GAC-S1226SH
奧瑪,GAC-S926SH
快意寶,S1815H-PAC
快意寶,S1216H-PAC
快意寶,S0916H-PAC
MITSUBISHI HEAVY 三菱重工,SRK60ZSXH-S/SRC60ZSXH-S
MITSUBISHI HEAVY 三菱重工,SRK50ZSXH-S/SRC50ZSXH-S
MITSUBISHI HEAVY 三菱重工,SRK35ZSXH-S/SRC35ZSXH-S
MITSUBISHI HEAVY 三菱重工,SRK25ZSXH-S/SRC25ZSXH-S
卓爾,SAC-S18K15H
卓爾,SAC-S12K16SH
MITSUBISHI HEAVY 三菱重工,SRK50ZSH-S / SRC50ZSH-S
MITSUBISHI HEAVY 三菱重工,SRK35ZSH-S / SRC35ZSH-S
MITSUBISHI HEAVY 三菱重工,SRK25ZSH-S / SRC25ZSH-S
卓爾,SAC-S9K16SH
Midea 美的,MSABE-24HRFN1
Midea 美的,MSABE-18HRFN1
Midea 美的,MSABB-12HRFN1
Midea 美的,MSABB-09HRFN1
Rasonic 樂信,RS-PV24VK / RU-PV24VK
Rasonic 樂信,RS-PV18VK / RU-PV18VK
Rasonic 樂信,RS-PV12VK / RU-PV12VK
Rasonic 樂信,RS-PV9VK / RU-PV9VK
SAMSUNG 三星,AR12NXPXBWKN
SAMSUNG 三星,AR09NXPXBWKN
MITSUBISHI HEAVY 三菱重工,SRK50ZS-S / SRC50ZS-S
MITSUBISHI HEAVY 三菱重工,SRK35ZS-S / SRC35ZS-S
MITSUBISHI HEAVY 三菱重工,SRK25ZS-S / SRC25ZS-S
HITACHI 日立,RAS-DX24CHK/RAC-DX24CHK
SAMSUNG 三星,AR09NVWSBWKN
SAMSUNG 三星,AR12NVWSBWKN
SAMSUNG 三星,AR18NVWSBWKN
SAMSUNG 三星,AR24NVWSBWKN
SAMSUNG 三星,AR18NSPXBWKN
General 珍寶,ASWX09LECA/AOWX09LETA
General 珍寶,ASWX12LECA/AOWX12LETA
TRANE,4MYW4524HABAA
TRANE,4MYW4509HABAA
TRANE,4MYW4512HABAA
TRANE,4MYW4518HABAA
TOSHIBA 東芝,RAS-B10N3KV2-E
Rasonic 樂信,RS-YS24UK / RU-YS24UK
Panasonic 樂聲,CS-YS24UKA1/CU-YS24UKA1
Panasonic 樂聲,CS-YS24UKA / CU-YS24UKA
Panasonic 樂聲,CS-PS24UKA / CU-PS24UKA
HITACHI 日立,RAS-X24CCK / RAC-X24CCK
TOSOT 大松,S12H35N / S12H35U
TOSOT 大松,S09H35N / S09H35U
Panasonic 樂聲,CS-YS18UKA1/CU-YS18UKA1
Panasonic 樂聲,CS-YS12UKA1/CU-YS12UKA1
Panasonic 樂聲,CS-YS9UKA1/CU-YS9UKA1
Panasonic 樂聲,CS-YE24UKA1/CU-YE24UKA1
Panasonic 樂聲,CS-YE18UKA1/CU-YE18UKA1
Panasonic 樂聲,CS-YE12UKA1/CU-YE12UKA1
Panasonic 樂聲,CS-YE9UKA1/CU-YE9UKA1
Panasonic 樂聲,CS-YS18UKA / CU-YS18UKA
Panasonic 樂聲,CS-YS12UKA / CU-YS12UKA
Panasonic 樂聲,CS-YS9UKA / CU-YS9UKA
Panasonic 樂聲,CS-PS18UKA / CU-PS18UKA
Panasonic 樂聲,CS-PS12UKA / CU-PS12UKA
Panasonic 樂聲,CS-PS9UKA / CU-PS9UKA
Rasonic 樂信,RS-YS18UK / RU-YS18UK
Rasonic 樂信,RS-YS12UK / RU-YS12UK
Rasonic 樂信,RS-YS9UK / RU-YS9UK
Rasonic 樂信,RS-RE24UK / RU-RE24UK
Rasonic 樂信,RS-RE18UK / RU-RE18UK
Rasonic 樂信,RS-RE12UK / RU-RE12UK
Rasonic 樂信,RS-RE9UK / RU-RE9UK
General 珍寶,ASWX18LECA/AOWX18LETA
General 珍寶,ASWX18JECA/AOWX18JETA
Gree 格力,GSA824AE / GSA824AC
Gree 格力,GSA818AE / GSA818AC
Gree 格力,GSA812AE / GSA812AC
Gree 格力,GSA809AE / GSA809AC
HITACHI 日立,RAS-DX18CSK/RAC-DX18CSK
HITACHI 日立,RAS-DX13CSK/RAC-DX13CSK
HITACHI 日立,RAS-DX10CSK/RAC-DX10CSK
YORK 約克,YDEK24 / YDDK24
YORK 約克,YDEK18 / YDDK18
YORK 約克,YDEK12 / YDDK12
YORK 約克,YDEK09 / YDDK09
YORK 約克,YDEC24 / YDDC24
YORK 約克,YDEC18 / YDDC18
YORK 約克,YDEC12 / YDDC12
YORK 約克,YDEC09 / YDDC09
TOSHIBA 東芝,RAS-22N3KCV(HK)1
Rasonic 樂信,RS-V7RW-1 / RU-V7RW-1
General 珍寶,ASWX12JECA/AOWX12JETA
General 珍寶,ASWX09JECA/AOWX09JETA
小天鵝,SSAB-18CRU1
小天鵝,SSAB-12CRU1
小天鵝,SSAB-09CRU1
Rasonic 樂信,RS-LS12TK / RU-LS12TK
卓爾,SAC-S18K13V
卓爾,SAC-S18K12
卓爾,SAC-S12K13V
卓爾,SAC-S9K13V
快意寶,S1813V-PAC
快意寶,S1812-PAC
快意寶,S1213V-PAC
快意寶,S0913V-PAC
Gree 格力,GIM12AE / GIM12AC
Gree 格力,GIM09AE / GIM09AC
卓爾,SAC-S9K11S
快意寶,S911-PACS
Midea 美的,MSSAB-12CRDU1
Midea 美的,MSSAB-09CRDU1
Midea 美的,MSAB-18CRU1
Midea 美的,MSAB-09CRU1
Midea 美的,MSAB-12CRU1
MITSUBISHI ELECTRIC 三菱電機,MSY-GK18VA / MUY-GK18VA
HITACHI 日立,RAS-DX18HDK/RAC-DX18HDK
HYUNDAI 現代,KW18A / KW18B
HYUNDAI 現代,KW12A / KW12B
HYUNDAI 現代,KW09A / KW09B
Rasonic 樂信,RS-LE12SK / RU-LE12SK
Rasonic 樂信,RS-LE9SK / RU-LE9SK
HITACHI 日立,RAS-X10CCK / RAC-X10CCK
HITACHI 日立,RAS-X18CCK / RAC-X18CCK
HITACHI 日立,RAS-X13CCK / RAC-X13CCK
MITSUBISHI HEAVY 三菱重工,SRK71ZRH-S/SRC71ZRH-S
MITSUBISHI HEAVY 三菱重工,SRK63ZRH-S/SRC63ZRH-S
TOSHIBA 東芝,RAS-10N3KCV(HK)1
McQUAY 麥克維爾,M5WMY25LR/M5LCY25CR
McQUAY 麥克維爾,M5WMY20LR/M5LCY18CR
McQUAY 麥克維爾,M5WMY15LR/M5LCY15FR
McQUAY 麥克維爾,M5WMY10LR/M5LCY10FR
General 珍寶,ASWG24LFCB/AOWG24LFCB
General 珍寶,ASWG24JFCB/AOWG24JFCB
General 珍寶,ASWG18LFCB/AOWG18LFCB
MITSUBISHI ELECTRIC 三菱電機,MSY-GF24VA / MUY-GF24VA
MITSUBISHI ELECTRIC 三菱電機,MSY-GJ13VA / MUY-GJ13VA
MITSUBISHI ELECTRIC 三菱電機,MSY-GJ10VA / MUY-GJ10VA
TOSHIBA 東芝,RAS-10N3KV-HK1
TOSHIBA 東芝,RAS-18BKS-HK
TOSHIBA 東芝,RAS-13BKS-HK
TOSHIBA 東芝,RAS-10BKS-HK
FUJI 富士,RSG12LMCB-A/ROG12LMCB-A
FUJI 富士,RSG09LMCB-A/ROG09LMCB-A
FUJI 富士,RSG09JMCB-A/ROG09JMCB-A
General 珍寶,ASWG12LMCB/AOWG12LMCB
General 珍寶,ASWG12JMCB/AOWG12JMCB
General 珍寶,ASWG09LMCB/AOWG09LMCB
General 珍寶,ASWG09JMCB/AOWG09JMCB
MITSUBISHI ELECTRIC 三菱電機,MSZ-GE71VA-E1
MITSUBISHI ELECTRIC 三菱電機,MSZ-GE60VA-E1
MITSUBISHI ELECTRIC 三菱電機,MSZ-GE50VA-E1
MITSUBISHI ELECTRIC 三菱電機,MSZ-GE42VA-E1
MITSUBISHI ELECTRIC 三菱電機,MSZ-GE35VA-E1
MITSUBISHI ELECTRIC 三菱電機,MSZ-GE25VA-E1
MITSUBISHI ELECTRIC 三菱電機,MSZ-YK18VA-H1
MITSUBISHI ELECTRIC 三菱電機,MSZ-YK12VA-H1
MITSUBISHI ELECTRIC 三菱電機,MSZ-YK09VA-H1
卓爾,SAC-S12K10S
快意寶,S1210-PACS
McQUAY 麥克維爾,M5WM25L/M5LC25C
McQUAY 麥克維爾,M5WM20L/M5LC20C
TOSHIBA 東芝,RAS-13N3KV-HK
TOSHIBA 東芝,RAS-18N3KV-HK
TOSHIBA 東芝,RAS-22N3KV-HK
TOSHIBA 東芝,RAS-24N3KV-HK
Panasonic 樂聲,CS-V18RKA / CU-V18RKA
Rasonic 樂信,RS-V18RW / RU-V18RW
Rasonic 樂信,RS-V12RW / RU-V12RW
Rasonic 樂信,RS-V9RW / RU-V9RW
Rasonic 樂信,RS-V7RW / RU-V7RW
HITACHI 日立,RAS-DX13HDK/RAC-DX13HDK
HITACHI 日立,RAS-DX10HDK/RAC-DX10HDK
TOSHIBA 東芝,RAS-18N3KCV(HK)
HITACHI 日立,RAS-E13CAK / RAC-E13CAK
HITACHI 日立,RAS-E10CAK / RAC-E10CAK
HITACHI 日立,RAS-E24CAK/RAC-E24CAK
HITACHI 日立,RAS-S18CAK/RAC-S18CAK
